CODE_PARAMETRE;NOM_PARAMETRE;STATUT_PARAMETRE;NOM_PARAMETRE_COURT;NOM_PARAMETRE_LONG;CLASSE_1;CLASSE_2;CLASSE_3;CLASSE_4;USAGE_1;USAGE_2;USAGE_3;USAGE_4;REGLEMENT_1;REGLEMENT_2;REGLEMENT_3;REGLEMENT_4;PARAMETRE_ADES;CODE_UNITE_ADES;LIBELLE_UNITE_ADES
5895;Hexanal;Validé;Hexanal;Hexanaldehyde;Paramètres classés par classe;Chimique;Micropolluants organiques;Aldéhydes et cétones;;;;;;;;;oui;133;microgramme par litre
5896;Pentanal;Validé;Pentanal;Valeraldehyde;Paramètres classés par classe;Chimique;Micropolluants organiques;Aldéhydes et cétones;;;;;;;;;oui;133;microgramme par litre
5897;Méthyl-3-penten-3-one;Validé;MePentOn;3-Methyl-3-pentene-2-one;Paramètres classés par classe;Chimique;Micropolluants organiques;Aldéhydes et cétones;;;;;;;;;oui;133;microgramme par litre
5898;1,6-dichlorohexane;Validé;1,6-dichex;1,6-dichlorohexane;Paramètres classés par classe;Chimique;Micropolluants organiques;COHV, solvants chlorés, fréons;;;;;;;;;oui;133;microgramme par litre
5900;Couleur de l’eau destinée à la consommation humaine;Validé;CouleurEau;Couleur eau conso humaine;Paramètres classés par classe;Physique;;;;;;;;;;;oui;X;Sans objet
5901;Odeur de l’eau destinée à la consommation humaine;Validé;OdeurEauCo;Eval odeur eau conso;Paramètres classés par classe;Physique;;;;;;;;;;;oui;X;Sans objet
5902;Saveur de l’eau destinée à la consommation humaine;Validé;SaveurEau;Saveur eau conso humaine;Paramètres classés par classe;Physique;;;;;;;;;;;oui;X;Sans objet
5906;Perception d’une odeur sulfurée de l’eau;Validé;OdeurSulfO;Odeur sulfurée eau;Paramètres classés par classe;Physique;;;;;;;;;;;oui;X;Sans objet
5907;Equilibre calcocarbonique de l’eau destinée à la consommation humaine;Validé;EqCalCoO;Eq calcocarbon eau conso;Paramètres classés par classe;Physique;;;;;;;;;;;oui;X;Sans objet
5918;Somme de benzene, toluene, ethylbenzene, xylenes (BTEX);Validé;BTEX;BTEX;Paramètres classés par classe;Chimique;Micropolluants organiques;Benzène et dérivés;;;;;;;;;oui;133;microgramme par litre
5919;Acide borique;Validé;H3BO3;Ac. borique;Paramètres classés par classe;Chimique;Autres éléments minéraux;;;;;;;;;;oui;133;microgramme par litre
5920;di 1 p menthene;Validé;di 1 p men;di 1 p menthene;Paramètres classés par classe;Chimique;Micropolluants organiques;Hydrocarbures et indices liés;Paramètres classés par usage;Phytosanitaires;Régulateurs de croissances;;;;;;oui;133;microgramme par litre
5921;Tetramethrin;Validé;Tetramet;Tetramethrin;Paramètres classés par classe;Chimique;Micropolluants organiques;Pyréthrino;Paramètres classés par usage;Phytosanitaires;Insecticides;;;;;;oui;133;microgramme par litre
5922;Tiocarbazil;Validé;Tiocarb;Tiocarbazil;Paramètres classés par classe;Chimique;Micropolluants organiques;Carbamates;Paramètres classés par usage;Phytosanitaires;Herbicides;;;;;;oui;133;microgramme par litre
5923;Ortho-Nitrocumène;Validé;o-nitrocum;Ortho-Nitrocumène;Paramètres classés par classe;Chimique;Micropolluants organiques;Benzène et dérivés;;;;;;;;;oui;133;microgramme par litre
5924;Pentachloroethane;Validé;C2-H-Cl5;Pentachloroethane;Paramètres classés par classe;Chimique;Micropolluants organiques;COHV, solvants chlorés, fréons;;;;;;;;;oui;133;microgramme par litre
5925;Somme Plomb organique additif carburant;Validé;Somme PLOM;Somme Plomb organique add;Paramètres classés par classe;Chimique;Organométalliques;;;;;;;;;;oui;133;microgramme par litre
5926;Matières Organiques en Suspension (MOS);Validé;MOS;Mat. Orga Suspension;Paramètres classés par classe;Chimique;Indices globaux (AOX, DCO,…);;;;;;;;;;oui;162;milligramme par litre
5927;Résistivité;Validé;Résistivit;Résistivité;Paramètres classés par classe;Physique;;;;;;;;;;;oui;441;ohm fois mètre
5928;Iodure de methyle;Validé;Iodur met;Iodure de methyle;Paramètres classés par classe;Chimique;Micropolluants organiques;COHV, solvants chlorés, fréons;Paramètres classés par usage;Phytosanitaires;"Insecticides; Nématicides";;;;;;oui;133;microgramme par litre
5929;1-(4-chlorophényl)urée;Validé;1-4-cpurée;1-(4-chlorophényl)urée;Paramètres classés par classe;Chimique;Micropolluants organiques;Urées et métabolites;Paramètres classés par usage;Phytosanitaires;Métabol;;;;;;oui;133;microgramme par litre
5930;Daimuron;Validé;Daimuron;Daimuron;Paramètres classés par classe;Chimique;Micropolluants organiques;Urées et métabolites;Paramètres classés par usage;Phytosanitaires;Herbicides;;;;;;oui;133;microgramme par litre
5931;Somme Cr+Cu+Ni+Zn;Validé;CrCuNiZn;Somme Cr+Cu+Ni+Zn;Paramètres classés par classe;Chimique;Metaux et métalloïdes;;;;;;;;;;oui;133;microgramme par litre
5932;Azote organique;Validé;N orga;Azote organique;Paramètres classés par classe;Chimique;Paramètres azotés;;;;;;;;;;oui;168;milligramme d'azote par litre
5933;Potentiel Hydrogène KCL;Validé;pH KCl;Potentiel Hydrogène KCl;Paramètres classés par classe;Physique;;;;;;;;;;;oui;420;Unité pH KCl
5934;Thidiazuron;Validé;Thidiazu;Thidiazuron;Paramètres classés par classe;Chimique;Micropolluants organiques;Urées et métabolites;Paramètres classés par usage;Phytosanitaires;"Herbicides; Régulateurs de croissances";;;;;;oui;133;microgramme par litre
5935;Equivalent Essence;Validé;Essence;Equivalent Essence;Paramètres classés par classe;Chimique;Micropolluants organiques;Hydrocarbures et indices liés;;;;;;;;;oui;133;microgramme par litre
5936;Equivalent Fioul;Validé;Fioul;Equivalent Fioul;Paramètres classés par classe;Chimique;Micropolluants organiques;Hydrocarbures et indices liés;;;;;;;;;oui;133;microgramme par litre
5937;Equivalent huiles minerales;Validé;huiles min;Equival huiles minerales;Paramètres classés par classe;Chimique;Micropolluants organiques;Hydrocarbures et indices liés;;;;;;;;;oui;133;microgramme par litre
5938;Methyl acrylonitrile;Validé;Methyl acr;Methyl acrylonitrile;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
5939;Propionotrile;Validé;Propionotr;Propionotrile;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
5940;Dichlorobromoéthane;Validé;2ClBrEthan;Dichlorobromoéthane;Paramètres classés par classe;Chimique;Micropolluants organiques;COHV, solvants chlorés, fréons;;;;;;;;;oui;133;microgramme par litre
5941;Dibromochloroéthane;Validé;2BrClEthan;Dibromochloroéthane;Paramètres classés par classe;Chimique;Micropolluants organiques;COHV, solvants chlorés, fréons;;;;;;;;;oui;133;microgramme par litre
5942;2,5-Dimethylbenzaldehyde;Validé;2,5-Dimeth;2,5-Dimethylbenzaldehyde;Paramètres classés par classe;Chimique;Micropolluants organiques;Aldéhydes et cétones;;;;;;;;;oui;133;microgramme par litre
5943;Isovaleraldehyde;Validé;Isovaleral;Isovaleraldehyde;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
5944;Propanal;Validé;Propanal;Propionaldéhyde;Paramètres classés par classe;Chimique;Micropolluants organiques;Aldéhydes et cétones;;;;;;;;;oui;133;microgramme par litre
5945;Thallium 208;Validé;Tl 208;Thallium 208;Paramètres classés par classe;Chimique;Radioactifs, isotopes et traceurs;;;;;;;;;;oui;9;Becquerel par litre
5946;Anhydride phosphorique;Validé;Anhy Phos;Anhydride phosphorique;Paramètres classés par classe;Chimique;Paramètres phosphorés;;;;;;;;;;oui;133;microgramme par litre
5947;Diisopropyl phtalate;Validé;Diisop ph;Diisopropyl phthalate;Paramètres classés par classe;Chimique;Micropolluants organiques;Phtalates;;;;;;;;;oui;133;microgramme par litre
5948;Dinonyl phtalate;Validé;Dino pht;Dinonyl phthalate;Paramètres classés par classe;Chimique;Micropolluants organiques;Phtalates;;;;;;;;;oui;133;microgramme par litre
5949;Somme 13 phtalates;Validé;13 phtalat;Somme 13 phtalates;Paramètres classés par classe;Chimique;Micropolluants organiques;Phtalates;;;;;;;;;oui;133;microgramme par litre
5950;Dichlorodifluoroéthane;Validé;2Cl2FEthan;Dichlorodifluoroéthane;Paramètres classés par classe;Chimique;Micropolluants organiques;COHV, solvants chlorés, fréons;;;;;;;;;oui;133;microgramme par litre
5951;Monochlorophenols totaux;Validé;MoClPh tot;Monochlorophénols totaux;Paramètres classés par classe;Chimique;Micropolluants organiques;Chlorophé;;;;;;;;;oui;133;microgramme par litre
5952;Mercaptans;Validé;Mercaptans;Mercaptans;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
5953;4-Nitroanisole;Validé;4NO2ANIS;4-Nitroanisole;Paramètres classés par classe;Chimique;Micropolluants organiques;Alcools et polyols;;;;;;;;;oui;133;microgramme par litre
5954;4-Trifluoromethylaniline;Validé;4TFMAN;4-Trifluoromethylaniline;Paramètres classés par classe;Chimique;Micropolluants organiques;Anilines et dérivés;;;;;;;;;oui;133;microgramme par litre
5955;Tetrahydronaphtol-2;Validé;Tetrahydro;Tetrahydronaphtol-2;Paramètres classés par classe;Chimique;Micropolluants organiques;Alcools et polyols;;;;;;;;;oui;133;microgramme par litre
5956;2-Chloro-5-nitroaniline;Validé;2Cl5NoAni;2-Chloro-5-nitroaniline;Paramètres classés par classe;Chimique;Micropolluants organiques;Anilines et dérivés;;;;;;;;;oui;133;microgramme par litre
5957;4-Chloro-3-nitroaniline;Validé;4Cl3NoAni;4-Chloro-3-nitroaniline;Paramètres classés par classe;Chimique;Micropolluants organiques;Anilines et dérivés;;;;;;;;;oui;133;microgramme par litre
5958;2-Trifluoromethylaniline;Validé;2TFMAN;2-Trifluoromethylaniline;Paramètres classés par classe;Chimique;Micropolluants organiques;Anilines et dérivés;;;;;;;;;oui;133;microgramme par litre
5959;2-Nitroanisole;Validé;2NO2ANIS;2-Nitroanisole;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
5960;2-Chloro-4-nitroaniline;Validé;2Cl4NoAni;2-Chloro-4-nitroaniline;Paramètres classés par classe;Chimique;Micropolluants organiques;Anilines et dérivés;;;;;;;;;oui;133;microgramme par litre
5961;1,2 dinitrobenzène;Validé;1,2 DTBZ;1,2 Dinitrobenzène;Paramètres classés par classe;Chimique;Micropolluants organiques;Benzène et dérivés;;;;;;;;;oui;133;microgramme par litre
5962;1,3 Dinitrobenzène;Validé;1,3 DNTBZ;1,3 Dinitrobenzène;Paramètres classés par classe;Chimique;Micropolluants organiques;Benzène et dérivés;;;;;;;;;oui;133;microgramme par litre
5963;3-Nitrotoluène;Validé;3-Nitrotol;3-Nitrotoluène;Paramètres classés par classe;Chimique;Micropolluants organiques;Benzène et dérivés;;;;;;;;;oui;133;microgramme par litre
5964;2-Chloroethyl vinyl ether;Validé;2-Cl vi et;2-Chloroethyl vinyl ether;Paramètres classés par classe;Chimique;Micropolluants organiques;Organochlorés;;;;;;;;;oui;133;microgramme par litre
5965;Trichloroethane;Validé;3ClEthane;Trichloroethane;Paramètres classés par classe;Chimique;Micropolluants organiques;COHV, solvants chlorés, fréons;;;;;;;;;oui;133;microgramme par litre
5967;Halothane;Validé;Halothane;Halothane;Paramètres classés par classe;Chimique;Micropolluants organiques;COHV, solvants chlorés, fréons;;;;;;;;;oui;390;nanogramme par litre
5968;Propazine 2-hydroxy;Validé;Propaz 2OH;Propazine 2-hydroxy;Paramètres classés par classe;Chimique;Micropolluants organiques;Triazines et métabolites;Paramètres classés par usage;Phytosanitaires;Métabol;;;;;;oui;133;microgramme par litre
5969;Forchlorfenuron;Validé;forclfenu;Forchlorfenuron;Paramètres classés par classe;Chimique;Micropolluants organiques;Urées et métabolites;Paramètres classés par usage;Phytosanitaires;Régulateurs de croissances;;;;;;oui;133;microgramme par litre
5970;Fenothiocarbe;Validé;Fenothioca;Fenothiocarbe;Paramètres classés par classe;Chimique;Micropolluants organiques;Carbamates;Paramètres classés par usage;Phytosanitaires;Acaricides;;;;;;oui;133;microgramme par litre
5971;Trietazine desethyl;Validé;Trieta det;Trietazine desethyl;Paramètres classés par classe;Chimique;Micropolluants organiques;Triazines et métabolites;Paramètres classés par usage;Phytosanitaires;Métabol;;;;;;oui;133;microgramme par litre
5972;PBDE 209;Gelé;PBDE 209;Decabromodiphenyl ether;;;;;;;;;;;;;oui;133;microgramme par litre
5973;3-nitroxylène;Validé;3nitroxyln;3-nitroxylène;Paramètres classés par classe;Chimique;Micropolluants organiques;Benzène et dérivés;;;;;;;;;oui;133;microgramme par litre
5974;4-Fluoroaniline;Validé;4FluAnilin;4-Fluoroaniline;Paramètres classés par classe;Chimique;Micropolluants organiques;Anilines et dérivés;;;;;;;;;oui;133;microgramme par litre
5975;Acide sulfonique de perfluorooctane;Gelé;PFOS;Acide sulfonique de per;;;;;;;;;;;;;oui;133;microgramme par litre
5976;Acide sulfonique de perfluorohexane;Gelé;PFHxS;acide sulfo perfluorohex;;;;;;;;;;;;;oui;133;microgramme par litre
5977;Acide perfluoro-n-heptanoïque;Validé;PFHpA;Acide perfluoro-n-hept;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;Paramètres classés par textes réglementaires;Arrêté du 7 août 2015_surveillance de l'état des eaux;Micropolluants_Analyse_Régulière_Etat_Chimique_Eaux_Sout;Micropolluants_Analyse_Régulière_Etat_Chimique_Eaux_Sout_Liste_B;oui;133;microgramme par litre
5978;Acide perfluoro-n-hexanoïque;Validé;PFHxA;Acide perfluoro-n-hexa;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;Paramètres classés par textes réglementaires;Arrêté du 7 août 2015_surveillance de l'état des eaux;Micropolluants_Analyse_Régulière_Etat_Chimique_Eaux_Sout;Micropolluants_Analyse_Régulière_Etat_Chimique_Eaux_Sout_Liste_B;oui;133;microgramme par litre
5979;Acide perfluoro-n-pentanoïque;Validé;PFPeA;Acide perfluoro-n-pent;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
5980;Acide perfluoro-n-butanoïque;Validé;PFBA;acide perfluoro-n-but;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
5981;Sebutylazine desethyl;Validé;Sebuaz det;Sebutylazine desethyl;Paramètres classés par classe;Chimique;Micropolluants organiques;Triazines et métabolites;Paramètres classés par usage;Phytosanitaires;Métabol;;;;;;oui;133;microgramme par litre
5982;Methylchlorobenzene;Validé;ClMetBenz;chloromethylbenzene;Paramètres classés par classe;Chimique;Micropolluants organiques;Chlorobenzène et mono-aromatiques halogénés;;;;;;;;;oui;133;microgramme par litre
5983;tetrachlorophénols;Validé;tetraClPh;tetrachlorophenols;Paramètres classés par classe;Chimique;Micropolluants organiques;Autres phénols;;;;;;;;;oui;133;microgramme par litre
5984;Aldehydes;Gelé;Aldehyde;Aldéhydes;;;;;;;;;;;;;oui;162;milligramme par litre
5985;Somme des Mono-chlorophénols;Gelé;ClPh;Monochlorophénols;;;;;;;;;;;;;oui;133;microgramme par litre
5986;octabromodiphényl éther (congénère 203);Validé;PBDE 203;octabromodiph éther 203 ;Paramètres classés par classe;Chimique;Micropolluants organiques;PBDE et PBB;;;;;;;;;oui;133;microgramme par litre
5987;Octabromodiphenyl ether (congénère 194);Validé;PBDE 194;Octabromodiph ether 194;Paramètres classés par classe;Chimique;Micropolluants organiques;PBDE et PBB;;;;;;;;;oui;133;microgramme par litre
5988;Octabromodiphenyl ether (congénère 195);Validé;BDE 195;Octabromodiph ether 195;Paramètres classés par classe;Chimique;Micropolluants organiques;PBDE et PBB;;;;;;;;;oui;133;microgramme par litre
5989;Octabromodiphenyl ether (congénère 196);Validé;BDE 196;Octabromodiph ether 196;Paramètres classés par classe;Chimique;Micropolluants organiques;PBDE et PBB;;;;;;;;;oui;133;microgramme par litre
5990;Octabromodiphenyl ether (congénère 197);Validé;BDE 197;Octabromodiph ether 197 ;Paramètres classés par classe;Chimique;Micropolluants organiques;PBDE et PBB;;;;;;;;;oui;133;microgramme par litre
5991;Octabromodiphenyl ether (congénère 198);Validé;BDE 198;Octabromodiph ether 198;Paramètres classés par classe;Chimique;Micropolluants organiques;PBDE et PBB;;;;;;;;;oui;133;microgramme par litre
5992;Octabromodiphenyl ether (congénère 199);Validé;BDE 199;Octabromodiph ether 199;Paramètres classés par classe;Chimique;Micropolluants organiques;PBDE et PBB;;;;;;;;;oui;133;microgramme par litre
5993;Octabromodiphenyl ether (congénère 200);Validé;BDE 200;Octabromodiph ether 200;Paramètres classés par classe;Chimique;Micropolluants organiques;PBDE et PBB;;;;;;;;;oui;133;microgramme par litre
5994;Octabromodiphenyl ether (congénère 201);Validé;BDE 201;Octabromodiph ether 201 ;Paramètres classés par classe;Chimique;Micropolluants organiques;PBDE et PBB;;;;;;;;;oui;133;microgramme par litre
5995;Octabromodiphenyl ether (congénère 202);Validé;BDE 202;Octabromodiph ether 202 ;Paramètres classés par classe;Chimique;Micropolluants organiques;PBDE et PBB;;;;;;;;;oui;133;microgramme par litre
5996;Octabromodiphenyl ether (congénère 204);Validé;BDE 204;Octabromodiph ether 204;Paramètres classés par classe;Chimique;Micropolluants organiques;PBDE et PBB;;;;;;;;;oui;133;microgramme par litre
5997;Octabromodiphenyl ether (congénère 205);Validé;BDE 205;Octabromodiph ether 205;Paramètres classés par classe;Chimique;Micropolluants organiques;PBDE et PBB;;;;;;;;;oui;133;microgramme par litre
5998;Somme de Metacresol et d'Orthocresol;Validé;o+m-cresol;Ortho + Meta Crésols;Paramètres classés par classe;Chimique;Micropolluants organiques;Autres phénols;;;;;;;;;oui;133;microgramme par litre
5999;Para-Nitrocumène;Validé;p-nitrocum;Para-Nitrocumène;Paramètres classés par classe;Chimique;Micropolluants organiques;Benzène et dérivés;;;;;;;;;oui;133;microgramme par litre
6000;Isoflurane;Validé;IsoFlo;Isoflurane;Paramètres classés par classe;Chimique;Micropolluants organiques;COHV, solvants chlorés, fréons;;;;;;;;;oui;390;nanogramme par litre
6001;Oxyquinoleate de cuivre;Validé;OxyquinoCu;Oxyquinoleate de cuivre;Paramètres classés par classe;Chimique;Organométalliques;;;;;;;;;;oui;133;microgramme par litre
6002;Phytohemagglutinine;Validé;PHA;Phytohemagglutinine;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;390;nanogramme par litre
6003;1-nitro 3-trifluoromethylbenzene;Validé;NtFMetBenz;Nitro3trifluoromethylbenz;Paramètres classés par classe;Chimique;Micropolluants organiques;Chlorobenzène et mono-aromatiques halogénés;;;;;;;;;oui;133;microgramme par litre
6004;4-nitrocumène;Gelé;4Nt-cumène;4-nitrocumène;;;;;;;;;;;;;oui;133;microgramme par litre
6005;2-amino 6-nitrotoluene;Validé;2Am6Nttolu;2-amino 6-nitrotoluene;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
6006;triethylamine;Validé;TEA;triethylamine;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
6007;2-propylamine;Validé;2Propylami;2-propylamine;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
6008;Eticyclidine;Validé;Cyclohexam;Eticyclidine;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
6009;1-fluoro 4-nitrobenzene;Validé;1F4Nt-Benz;1-fluoro 4-nitrobenzene;Paramètres classés par classe;Chimique;Micropolluants organiques;Chlorobenzène et mono-aromatiques halogénés;;;;;;;;;oui;133;microgramme par litre
6010;2-chloro-4-anisidine;Validé;2Cl4Anisid;2-chloro-4-anisidine;Paramètres classés par classe;Chimique;Micropolluants organiques;Anilines et dérivés;;;;;;;;;oui;133;microgramme par litre
6011;2-amino-4-nitrotoluene;Validé;2Am4toluén;2-amino-4-nitrotoluene;Paramètres classés par classe;Chimique;Micropolluants organiques;Anilines et dérivés;;;;;;;;;oui;133;microgramme par litre
6012;4-amino-2-nitrotoluene;Validé;4Am2Nt-Tol;4-amino-2-nitrotoluene;Paramètres classés par classe;Chimique;Micropolluants organiques;Anilines et dérivés;;;;;;;;;oui;133;microgramme par litre
6013;Sodium échangeable;Validé;Na éch;Sodium échangeable;Paramètres classés par classe;Chimique;Metaux et métalloïdes;;;;;;;;;;oui;133;microgramme par litre
6018;Azote total;Validé;N tot.;Azote total;Paramètres classés par classe;Chimique;Paramètres azotés;;;;;;;;;;oui;162;milligramme par litre
6019;urée;Validé;UR;Azote uréique;Paramètres classés par classe;Chimique;Micropolluants organiques;Urées et métabolites;;;;;;;;;oui;162;milligramme par litre
6020;monochloroanilines;Validé;2+3+4ClAni;Somme des 2+3+4 C6H6ClN;Paramètres classés par classe;Chimique;Micropolluants organiques;Anilines et dérivés;;;;;;;;;oui;133;microgramme par litre
6021;Trifluoroanilines;Validé;Som-F3-An;Somme trifluoroanilines;Paramètres classés par classe;Chimique;Micropolluants organiques;Anilines et dérivés;;;;;;;;;oui;133;microgramme par litre
6022;2.4+2.5-dichloroanilines;Validé;2.4-5Cl2An;2.4+2.5 dichloroanilines;Paramètres classés par classe;Chimique;Micropolluants organiques;Anilines et dérivés;;;;;;;;;oui;133;microgramme par litre
6023;o-Tolualdehyde;Validé;Tolualdehy;Methyl-2-benzaldehyde;Paramètres classés par classe;Chimique;Micropolluants organiques;Aldéhydes et cétones;;;;;;;;;oui;133;microgramme par litre
6024;Carbazole;Validé;Czole;Carbazole;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
6025;Acide sulfonique de perfluorobutane;Validé;PFBS;Acide sulfo perfluorobut;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
6026;n-Méthylperfluoro-1-butane sulfonamide;Validé;MePFBSA;n-Méthylperfluoro-1-but;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
6027;Bore soluble;Gelé;B soluble;Bore soluble;;;;;;;;;;;;;oui;133;microgramme par litre
6028;Rapport isotopique 11B/10B;Validé;11B/10B;Rap isotopique 11B/10B;Paramètres classés par classe;Chimique;Radioactifs, isotopes et traceurs;;;;;;;;;;oui;426;Delta pour 1000 vs NBS 951
6029;Rapport isotopique du strontium 87Sr/86Sr;Validé;87Sr/86Sr;Rap isotopique strontium;Paramètres classés par classe;Chimique;Radioactifs, isotopes et traceurs;;;;;;;;;;oui;X;Sans objet
6030;Rapport isotopique oxygène 18 des sulfates;Gelé;18O(SO4);18O/16O sulfate dissous;;;;;;;;;;;;;oui;32;delta pour 1000 Standard Mean Ocean Water
6031;Somme des xylidines;Validé;SomXylidin;Somme des xylidines;Paramètres classés par classe;Chimique;Micropolluants organiques;Anilines et dérivés;;;;;;;;;oui;133;microgramme par litre
6032;C21-C40 Coupes hydrocarbures;Validé;C2140 CoHy;Hydrocarbures C21-C40;Paramètres classés par classe;Chimique;Micropolluants organiques;Hydrocarbures et indices liés;;;;;;;;;oui;133;microgramme par litre
6033;Somme méta et para toluidine;Validé;m+p to;méta + para toluidine;Paramètres classés par classe;Chimique;Micropolluants organiques;Anilines et dérivés;;;;;;;;;oui;133;microgramme par litre
6046;Somme m+p-tolualdehyde;Validé;mptolualhy;m+p-tolualdehyde;Paramètres classés par classe;Chimique;Micropolluants organiques;Aldéhydes et cétones;;;;;;;;;oui;133;microgramme par litre
6047;Somme des octaBDE : PBDE 194 à 205;Validé;octaBDE;Somme PBDE 194 à 205;Paramètres classés par classe;Chimique;Micropolluants organiques;PBDE et PBB;;;;;;;;;oui;133;microgramme par litre
6048;Matières Minérales en Suspension (M.M.S);Validé;MMS;Mat. minérales suspension;Paramètres classés par classe;Chimique;Autres éléments minéraux;;;;;;;;;;oui;133;microgramme par litre
6049;Perfluoro-1-butane sulfonamide;Validé;PFBSA;Perfluoro-1-butane sulfon;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
6050;Perfluoro-1-butane sulfonamide methylacétate;Validé;PFBSAA;Perfluoro-1-butane sulfon;Paramètres classés par classe;Chimique;Micropolluants organiques;PFC (PFOA, PFOS);;;;;;;;;oui;133;microgramme par litre
6051;Plomb 211;Validé;Plomb 211;Plomb 211;Paramètres classés par classe;Chimique;Radioactifs, isotopes et traceurs;;;;;;;;;;oui;9;Becquerel par litre
6052;Tribromodiphényl éther;Gelé;BDE 17;Tribromodiphényl éther;;;;;;;;;;;;;oui;133;microgramme par litre
6053;Bismuth 212;Validé;Bi 21;Bismuth 212;Paramètres classés par classe;Chimique;Radioactifs, isotopes et traceurs;;;;;;;;;;oui;9;Becquerel par litre
6054;Radium 223;Validé;Radium 223;Radium 223;Paramètres classés par classe;Chimique;Radioactifs, isotopes et traceurs;;;;;;;;;;oui;9;Becquerel par litre
6055;Radon 219;Validé;Radon 219;Radon 219;Paramètres classés par classe;Chimique;Radioactifs, isotopes et traceurs;;;;;;;;;;oui;9;Becquerel par litre
6056;Thorium 227;Validé;Th 227;Thorium 227;Paramètres classés par classe;Chimique;Radioactifs, isotopes et traceurs;;;;;;;;;;oui;9;Becquerel par litre
6057;Propane;Validé;Propane;Propane;Paramètres classés par classe;Chimique;Micropolluants organiques;Hydrocarbures et indices liés;;;;;;;;;oui;133;microgramme par litre
6058;Isobutane;Validé;isobut;isobutane;Paramètres classés par classe;Chimique;Micropolluants organiques;Hydrocarbures et indices liés;;;;;;;;;oui;133;microgramme par litre
6059;Butane;Validé;But;Butane;Paramètres classés par classe;Chimique;Micropolluants organiques;Hydrocarbures et indices liés;;;;;;;;;oui;133;microgramme par litre
6061;1,1-Dichloropropane;Validé;11DCPropan;1,1-Dichloropropane;Paramètres classés par classe;Chimique;Micropolluants organiques;COHV, solvants chlorés, fréons;;;;;;;;;oui;133;microgramme par litre
6062;1,3,5 Triéthylbenzène;Validé;Triethylbe;Benzene, 1,3,5-triethyl-;Paramètres classés par classe;Chimique;Micropolluants organiques;Benzène et dérivés;;;;;;;;;oui;133;microgramme par litre
6063;Antimoine 125;Validé;Sb 125;Antimoine 125;Paramètres classés par classe;Chimique;Radioactifs, isotopes et traceurs;;;;;;;;;;oui;9;Becquerel par litre
6064;Argent 110;Validé;Argent 110;Argent 110;Paramètres classés par classe;Chimique;Radioactifs, isotopes et traceurs;;;;;;;;;;oui;9;Becquerel par litre
6065;Or;Validé;Au;Or;Paramètres classés par classe;Chimique;Metaux et métalloïdes;;;;;;;;;;oui;133;microgramme par litre
6066;Cérium 144;Validé;Cérium 144;Cérium 144;Paramètres classés par classe;Chimique;Radioactifs, isotopes et traceurs;;;;;;;;;;oui;9;Becquerel par litre
6067;Cobalt 58;Validé;Cobalt 58;Cobalt 58;Paramètres classés par classe;Chimique;Radioactifs, isotopes et traceurs;;;;;;;;;;oui;9;Becquerel par litre
6068;Dysprosium;Validé;Dy;Dysprosium;Paramètres classés par classe;Chimique;Metaux et métalloïdes;;;;;;;;;;oui;133;microgramme par litre
6069;Erbium;Validé;Er;Erbium;Paramètres classés par classe;Chimique;Metaux et métalloïdes;;;;;;;;;;oui;133;microgramme par litre
6070;Germanium;Validé;Ge;Germanium;Paramètres classés par classe;Chimique;Metaux et métalloïdes;;;;;;;;;;oui;133;microgramme par litre
