CODE_PARAMETRE;NOM_PARAMETRE;STATUT_PARAMETRE;NOM_PARAMETRE_COURT;NOM_PARAMETRE_LONG;CLASSE_1;CLASSE_2;CLASSE_3;CLASSE_4;USAGE_1;USAGE_2;USAGE_3;USAGE_4;REGLEMENT_1;REGLEMENT_2;REGLEMENT_3;REGLEMENT_4;PARAMETRE_ADES;CODE_UNITE_ADES;LIBELLE_UNITE_ADES
1149;Deltaméthrine;Validé;Deltameth.;Deltaméthrine;Paramètres classés par classe;Chimique;Micropolluants organiques;Pyréthrino;Paramètres classés par usage;Phytosanitaires;Insecticides;;;;;;oui;133;microgramme par litre
1150;Déméton-O;Validé;Déméton-O;Déméton-O;Paramètres classés par classe;Chimique;Micropolluants organiques;Organophosphorés;Paramètres classés par usage;Phytosanitaires;Insecticides;;Paramètres classés par textes réglementaires;Arrêté du 7 août 2015_surveillance de l'état des eaux;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_Métropole;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_Métropole_Liste_A;oui;133;microgramme par litre
1151;Déméton-O-Méthyl;Validé;Déméton OM;Déméton-O-Méthyl;Paramètres classés par classe;Chimique;Micropolluants organiques;Organophosphorés;Paramètres classés par usage;Phytosanitaires;Insecticides;;;;;;oui;133;microgramme par litre
1152;Déméton-S;Validé;Déméton-S;Déméton-S;Paramètres classés par classe;Chimique;Micropolluants organiques;Organophosphorés;Paramètres classés par usage;Phytosanitaires;Insecticides;;;;;;oui;133;microgramme par litre
1153;Demeton-S-Méthyl;Validé;Demeton SM;Demeton-S-Methyl;Paramètres classés par classe;Chimique;Micropolluants organiques;Organophosphorés;Paramètres classés par usage;Phytosanitaires;Insecticides;;;;;;oui;133;microgramme par litre
1154;Demeton-S-methylsulfone;Validé;Demet. SMS;Demeton-S-Methyl-Sulf.;Paramètres classés par classe;Chimique;Micropolluants organiques;Organophosphorés;Paramètres classés par usage;Phytosanitaires;Insecticides;;;;;;oui;133;microgramme par litre
1155;Desmétryne;Validé;Desmétryne;Desmétryne;Paramètres classés par classe;Chimique;Micropolluants organiques;Triazines et métabolites;Paramètres classés par usage;Phytosanitaires;Herbicides;;;;;;oui;133;microgramme par litre
1156;Diallate;Validé;Diallate;Diallate;Paramètres classés par classe;Chimique;Micropolluants organiques;Carbamates;Paramètres classés par usage;Phytosanitaires;Herbicides;;;;;;oui;133;microgramme par litre
1157;Diazinon;Validé;Diazinon;Diazinon;Paramètres classés par classe;Chimique;Micropolluants organiques;Organophosphorés;Paramètres classés par usage;Phytosanitaires;"Acaricides; Insecticides";;Paramètres classés par textes réglementaires;Arrêté du 7 août 2015_surveillance de l'état des eaux;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_DOM;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_DOM_Liste_A;oui;133;microgramme par litre
1158;Dibromochloromethane;Validé;2BrClMet.;Dibromochloromethane;Paramètres classés par classe;Chimique;Micropolluants organiques;COHV, solvants chlorés, fréons;;;;;Paramètres classés par textes réglementaires;Arrêté du 7 août 2015_surveillance de l'état des eaux;Par_Analyse_Photograph_Etat_Chimique_Eaux_Sout_Métropole_et_DOM;Par_Analyse_Photograph_Etat_Chimique_Eaux_Sout_Métropole_et_DOM_Liste_A;oui;133;microgramme par litre
1159;Dichlorofenthion;Validé;Dichlofent;Dichlofenthion;Paramètres classés par classe;Chimique;Micropolluants organiques;Organophosphorés;Paramètres classés par usage;Phytosanitaires;Insecticides;;;;;;oui;133;microgramme par litre
1160;Dichloroéthane-1,1;Validé;1.1-2ClEth;Dichloroéthane 11;Paramètres classés par classe;Chimique;Micropolluants organiques;COHV, solvants chlorés, fréons;;;;;;;;;oui;133;microgramme par litre
1161;Dichloroéthane-1,2;Validé;1.2-2ClEth;Dichloroéthane 12;Paramètres classés par classe;Chimique;Micropolluants organiques;COHV, solvants chlorés, fréons;;;;;;;;;oui;133;microgramme par litre
1162;Dichloroéthène-1,1;Validé;1.1-2ClEtn;Dichloroéthène 11;Paramètres classés par classe;Chimique;Micropolluants organiques;COHV, solvants chlorés, fréons;;;;;;;;;oui;133;microgramme par litre
1163;Dichloroethene-1,2;Validé;12DCEtnSom;1,2-Dichlorethene;Paramètres classés par classe;Chimique;Micropolluants organiques;COHV, solvants chlorés, fréons;;;;;;;;;oui;133;microgramme par litre
1164;Dichlorobenzène-1,3;Validé;1.3-2ClBnz;Dichlorobenzène 13;Paramètres classés par classe;Chimique;Micropolluants organiques;Chlorobenzène et mono-aromatiques halogénés;;;;;;;;;oui;133;microgramme par litre
1165;Dichlorobenzene-1,2;Validé;1.2-2ClBnz;Dichlorobenzene 12;Paramètres classés par classe;Chimique;Micropolluants organiques;Chlorobenzène et mono-aromatiques halogénés;;;;;;;;;oui;133;microgramme par litre
1166;Dichlorobenzène-1,4;Validé;1.4-2ClBnz;Dichlorobenzène 14;Paramètres classés par classe;Chimique;Micropolluants organiques;Chlorobenzène et mono-aromatiques halogénés;;;;;;;;;oui;133;microgramme par litre
1167;Dichloromonobromométhane;Validé;2ClBrMét.;Dichloromonobromométhane;Paramètres classés par classe;Chimique;Micropolluants organiques;COHV, solvants chlorés, fréons;;;;;Paramètres classés par textes réglementaires;Arrêté du 7 août 2015_surveillance de l'état des eaux;Par_Analyse_Photograph_Etat_Chimique_Eaux_Sout_Métropole_et_DOM;Par_Analyse_Photograph_Etat_Chimique_Eaux_Sout_Métropole_et_DOM_Liste_A;oui;133;microgramme par litre
1168;Dichlorométhane;Validé;2ClMéthane;Dichlorométhane;Paramètres classés par classe;Chimique;Micropolluants organiques;COHV, solvants chlorés, fréons;;;;;;;;;oui;133;microgramme par litre
1169;Dichlorprop;Validé;Dichlorpro;Dichlorprop;Paramètres classés par classe;Chimique;Micropolluants organiques;Phénoxya;Paramètres classés par usage;Phytosanitaires;Herbicides;;Paramètres classés par textes réglementaires;Arrêté du 7 août 2015_surveillance de l'état des eaux;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_Métropole;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_Métropole_Liste_A;oui;133;microgramme par litre
1170;Dichlorvos;Validé;Dichlorvos;Dichlorvos;Paramètres classés par classe;Chimique;Micropolluants organiques;Organophosphorés;Paramètres classés par usage;Phytosanitaires;"Acaricides; Insecticides";;Paramètres classés par textes réglementaires;Arrêté du 7 août 2015_surveillance de l'état des eaux;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_DOM;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_DOM_Liste_A;oui;133;microgramme par litre
1171;Diclofop-méthyl;Validé;Diclofop M;Diclofop méthyl;Paramètres classés par classe;Chimique;Micropolluants organiques;Phénoxya;Paramètres classés par usage;Phytosanitaires;Herbicides;;;;;;oui;133;microgramme par litre
1172;Dicofol;Validé;Dicofol;Dicofol;Paramètres classés par classe;Chimique;Micropolluants organiques;Organochlorés;Paramètres classés par usage;Phytosanitaires;Acaricides;;;;;;oui;133;microgramme par litre
1173;Dieldrine;Validé;Dieldrine;Dieldrine;Paramètres classés par classe;Chimique;Micropolluants organiques;Organochlorés;Paramètres classés par usage;Phytosanitaires;Insecticides;;Paramètres classés par textes réglementaires;Arrêté du 7 août 2015_surveillance de l'état des eaux;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_DOM;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_DOM_Liste_A;oui;133;microgramme par litre
1174;Code gelé en 1997 (Diethion);Gelé;Code gelé;Code gelé (Diethion);;;;;;;;;;;;;oui;133;microgramme par litre
1175;Diméthoate;Validé;Diméthoate;Diméthoate;Paramètres classés par classe;Chimique;Micropolluants organiques;Organophosphorés;Paramètres classés par usage;Phytosanitaires;"Acaricides; Insecticides";;Paramètres classés par textes réglementaires;Arrêté du 7 août 2015_surveillance de l'état des eaux;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_Métropole;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_Métropole_Liste_A;oui;133;microgramme par litre
1176;Dinoterbe;Validé;Dinoterbe;Dinoterbe;Paramètres classés par classe;Chimique;Micropolluants organiques;Autres phénols;Paramètres classés par usage;Phytosanitaires;Herbicides;;Paramètres classés par textes réglementaires;Arrêté du 7 août 2015_surveillance de l'état des eaux;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_Métropole;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_Métropole_Liste_A;oui;133;microgramme par litre
1177;Diuron;Validé;Diuron;Diuron;Paramètres classés par classe;Chimique;Micropolluants organiques;Urées et métabolites;Paramètres classés par usage;Phytosanitaires;Herbicides;;Paramètres classés par textes réglementaires;Arrêté du 7 août 2015_surveillance de l'état des eaux;Micropolluants_Analyse_Régulière_Etat_Chimique_Eaux_Sout;Micropolluants_Analyse_Régulière_Etat_Chimique_Eaux_Sout_Liste_A;oui;133;microgramme par litre
1178;Endosulfan alpha;Validé;Endosuf.a;Endosulfan A;Paramètres classés par classe;Chimique;Micropolluants organiques;Organochlorés;Paramètres classés par usage;Phytosanitaires;"Acaricides; Insecticides";;Paramètres classés par textes réglementaires;Arrêté du 7 août 2015_surveillance de l'état des eaux;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_Métropole;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_Métropole_Liste_A;oui;133;microgramme par litre
1179;Endosulfan bêta;Validé;Endosulf.b;Endosulfan B;Paramètres classés par classe;Chimique;Micropolluants organiques;Organochlorés;Paramètres classés par usage;Phytosanitaires;"Acaricides; Insecticides";;Paramètres classés par textes réglementaires;Arrêté du 7 août 2015_surveillance de l'état des eaux;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_Métropole;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_Métropole_Liste_A;oui;133;microgramme par litre
1180;Endothion;Validé;Endothion;Endothion;Paramètres classés par classe;Chimique;Micropolluants organiques;Organophosphorés;Paramètres classés par usage;Phytosanitaires;Insecticides;;;;;;oui;133;microgramme par litre
1181;Endrine;Validé;Endrine;Endrine;Paramètres classés par classe;Chimique;Micropolluants organiques;Organochlorés;Paramètres classés par usage;Phytosanitaires;Insecticides;;;;;;oui;133;microgramme par litre
1182;EPTC;Validé;EPTC;EPTC;Paramètres classés par classe;Chimique;Micropolluants organiques;Carbamates;Paramètres classés par usage;Phytosanitaires;Herbicides;;;;;;oui;133;microgramme par litre
1183;Ethion;Validé;Ethion;Ethion;Paramètres classés par classe;Chimique;Micropolluants organiques;Organophosphorés;Paramètres classés par usage;Phytosanitaires;"Acaricides; Insecticides";;;;;;oui;133;microgramme par litre
1184;Ethofumésate;Validé;Ethofumés;Ethofumésate;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);Paramètres classés par usage;Phytosanitaires;Herbicides;;Paramètres classés par textes réglementaires;Arrêté du 7 août 2015_surveillance de l'état des eaux;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_Métropole;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_Métropole_Liste_A;oui;133;microgramme par litre
1185;Fénarimol;Validé;Fénarimol;Fénarimol;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);Paramètres classés par usage;Phytosanitaires;Fongicides;;Paramètres classés par textes réglementaires;Arrêté du 7 août 2015_surveillance de l'état des eaux;Par_Analyse_Photograph_Etat_Chimique_Eaux_Sout_Métropole_et_DOM;Par_Analyse_Photograph_Etat_Chimique_Eaux_Sout_Métropole_et_DOM_Liste_A;oui;133;microgramme par litre
1186;Fenchlorphos;Validé;Fenchlphos;Fenchlorphos;Paramètres classés par classe;Chimique;Micropolluants organiques;Organophosphorés;Paramètres classés par usage;Phytosanitaires;Insecticides;;;;;;oui;133;microgramme par litre
1187;Fénitrothion;Validé;Fénitroth.;Fénitrothion;Paramètres classés par classe;Chimique;Micropolluants organiques;Organophosphorés;Paramètres classés par usage;Phytosanitaires;Insecticides;;;;;;oui;133;microgramme par litre
1188;Fenpropathrine;Validé;Fenpropat;Fenpropathrine;Paramètres classés par classe;Chimique;Micropolluants organiques;Pyréthrino;Paramètres classés par usage;Phytosanitaires;"Acaricides; Insecticides";;;;;;oui;133;microgramme par litre
1189;Fenpropimorphe;Validé;Fenpropimo;Fenpropimorphe;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);Paramètres classés par usage;Phytosanitaires;Fongicides;;;;;;oui;133;microgramme par litre
1190;Fenthion;Validé;Fenthion;Fenthion;Paramètres classés par classe;Chimique;Micropolluants organiques;Organophosphorés;Paramètres classés par usage;Phytosanitaires;Insecticides;;;;;;oui;133;microgramme par litre
1191;Fluoranthène;Validé;Fluoranth.;Fluoranthène;Paramètres classés par classe;Chimique;Micropolluants organiques;HAP (Hydrocarbures aromatiques, polycycliques, pyrolytiques et dérivés);;;;;Paramètres classés par textes réglementaires;Arrêté du 7 août 2015_surveillance de l'état des eaux;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_Métropole;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_Métropole_Liste_A;oui;133;microgramme par litre
1192;Folpel;Validé;Folpel;Folpel;Paramètres classés par classe;Chimique;Micropolluants organiques;Amides (hors acéta);Paramètres classés par usage;Phytosanitaires;Fongicides;;;;;;oui;133;microgramme par litre
1193;Fluvalinate-tau;Validé;Fluvalinat;Fluvalinate-tau;Paramètres classés par classe;Chimique;Micropolluants organiques;Pyréthrino;Paramètres classés par usage;Phytosanitaires;"Acaricides; Insecticides";;;;;;oui;133;microgramme par litre
1194;Flusilazole;Validé;Flusilazol;Flusilazole;Paramètres classés par classe;Chimique;Micropolluants organiques;Triazines et métabolites;Paramètres classés par usage;Phytosanitaires;Fongicides;;;;;;oui;133;microgramme par litre
1195;Fréon 11;Validé;Fréon 11;Fréon 11;Paramètres classés par classe;Chimique;Micropolluants organiques;COHV, solvants chlorés, fréons;;;;;;;;;oui;133;microgramme par litre
1196;Fréon 113;Validé;Fréon 113;Fréon 113;Paramètres classés par classe;Chimique;Micropolluants organiques;COHV, solvants chlorés, fréons;;;;;;;;;oui;133;microgramme par litre
1197;Heptachlore;Validé;Heptachlor;Heptachlore;Paramètres classés par classe;Chimique;Micropolluants organiques;Organochlorés;Paramètres classés par usage;Phytosanitaires;Insecticides;;Paramètres classés par textes réglementaires;Arrêté du 7 août 2015_surveillance de l'état des eaux;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_Métropole;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_Métropole_Liste_A;oui;133;microgramme par litre
1198;Somme Heptachlore époxyde cis/trans;Validé;HeptachlEp;Heptachlore époxyde;Paramètres classés par classe;Chimique;Micropolluants organiques;Organochlorés;Paramètres classés par usage;Phytosanitaires;Insecticides;;;;;;oui;133;microgramme par litre
1199;Hexachlorobenzène;Validé;HCB;Hexachlorobenzène;Paramètres classés par classe;Chimique;Micropolluants organiques;Organochlorés;Paramètres classés par usage;Phytosanitaires;Fongicides;;;;;;oui;133;microgramme par litre
1200;Hexachlorocyclohexane alpha;Validé;HCH alpha;HCH alpha;Paramètres classés par classe;Chimique;Micropolluants organiques;Organochlorés;Paramètres classés par usage;Phytosanitaires;Insecticides;;;;;;oui;133;microgramme par litre
1201;Hexachlorocyclohexane bêta;Validé;HCH bêta;HCH bêta;Paramètres classés par classe;Chimique;Micropolluants organiques;Organochlorés;Paramètres classés par usage;Phytosanitaires;Insecticides;;Paramètres classés par textes réglementaires;Arrêté du 7 août 2015_surveillance de l'état des eaux;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_DOM;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_DOM_Liste_A;oui;133;microgramme par litre
1202;Hexachlorocyclohexane delta;Validé;HCH delta;HCH delta;Paramètres classés par classe;Chimique;Micropolluants organiques;Organochlorés;Paramètres classés par usage;Phytosanitaires;Insecticides;;Paramètres classés par textes réglementaires;Arrêté du 7 août 2015_surveillance de l'état des eaux;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_DOM;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_DOM_Liste_A;oui;133;microgramme par litre
1203;Hexachlorocyclohexane gamma;Validé;HCH gamma;HCH gamma;Paramètres classés par classe;Chimique;Micropolluants organiques;Organochlorés;Paramètres classés par usage;Phytosanitaires;Insecticides;;Paramètres classés par textes réglementaires;Arrêté du 7 août 2015_surveillance de l'état des eaux;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_DOM;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_DOM_Liste_A;oui;133;microgramme par litre
1204;Indéno(1,2,3-cd)pyrène;Validé;Indénopyr.;Indéno (123cd) pyrène;Paramètres classés par classe;Chimique;Micropolluants organiques;HAP (Hydrocarbures aromatiques, polycycliques, pyrolytiques et dérivés);;;;;Paramètres classés par textes réglementaires;Arrêté du 7 août 2015_surveillance de l'état des eaux;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_Métropole;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_Métropole_Liste_A;oui;133;microgramme par litre
